id,name,cluster,accommodates,bedrooms,bathrooms,neighbourhood_cleansed,room_type,price,number_of_reviews,review_scores_rating,amenities_count,host_is_superhost
522094.0,Great cozy condo by Little italy!,5,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,80.0,50,4.77,42,f
526401.0,Spacious bright loft in the Plateau,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,,92,4.65,12,f
527449.0,"Cosy and private place, Mile End",1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,63.0,38,4.95,51,t
534948.0,Beautiful & quiet apartment in downtown,5,4,2.0,1.0,Le Sud-Ouest,Entire home/apt,78.0,13,4.69,48,t
542160.0,Charming condo Plateau Mont-Royal,3,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,117.0,231,4.77,26,f
556742.0,"6-1/2 Plateau Mont Royal,2 bedrooms",1,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,83.0,129,4.82,37,f
564098.0,Bright loft on the Plateau +terrace,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,46.0,14,4.85,34,f
565545.0,CASA - BLANCA : PEACE & QUIET,5,2,1.0,1.0,Mercier-Hochelaga-Maisonneuve,Private room,60.0,37,4.83,23,f
583029.0,Room in little ancestral house close to lake,5,2,1.0,1.0,Lachine,Private room,78.0,132,4.85,13,t
589770.0,Montreal at the heart of City-Marie,3,4,1.0,1.0,Ville-Marie,Entire home/apt,163.0,189,4.79,60,t
616408.0,"Unique & huge ap. on top floor, 31 nights & more!",0,5,3.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,429.0,21,4.67,68,f
624078.0,Amazing 1 Bdrm downtown with garden,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,181.0,18,5.0,56,t
635179.0,Backyard house short or long term,1,2,1.0,1.5,Le Sud-Ouest,Entire home/apt,120.0,9,5.0,57,t
637533.0,Charming Downtown Montreal,3,6,2.0,1.5,Ville-Marie,Entire home/apt,237.0,308,4.87,62,t
646363.0,City apartment fully equipped,5,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,90.0,36,4.92,19,t
654475.0,Fully Furnished 2brm apt St-Laurent north Fleury,5,4,2.0,1.0,Ahuntsic-Cartierville,Entire home/apt,,8,4.75,36,f
654723.0,Amazing and Beautiful apartment Plateau MontRoyal,1,3,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,237.0,3,4.67,26,f
662501.0,Luxurious Plateau Apartment,1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,114.0,38,4.7,30,f
697025.0,Cozy and Quaint with Country Charm,1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,135.0,28,5.0,53,t
700477.0,L'Escale Waverly,1,2,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,,26,5.0,25,t
708096.0,Plateau Location Cozy Apartment,3,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,115.0,252,4.78,29,f
726334.0,"The Art Nook_2bdr, AC,  Outremont /Mile end",5,4,2.0,1.0,Outremont,Entire home/apt,153.0,71,4.97,65,f
728677.0,Big house near subway,0,6,4.0,3.0,Ahuntsic-Cartierville,Entire home/apt,291.0,17,4.76,33,f
739882.0,Grand logement a aire ouverte,0,6,3.0,2.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,,25,4.88,49,t
744424.0,Design Apartment in the Most Trendy aera.,3,3,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,204.0,170,4.73,43,t
744459.0,Magnificent Apartment in Miles End,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,160.0,46,4.93,37,t
755459.0,Bohemian Loft Retreat in Montrealâ€™s Old Port,3,6,1.0,1.5,Ville-Marie,Entire home/apt,265.0,148,4.95,57,t
756784.0,Dream 2 Floor Penthouse Village,1,2,1.0,1.0,Ville-Marie,Entire home/apt,174.0,92,4.95,48,t
760558.0,Cozy room in shared appartment-Woman only-Plateau,1,2,1.0,1.0,Le Plateau-Mont-Royal,Private room,103.0,67,4.83,45,t
767978.0,2 Bedrooms Rosemont close to Subway Iberville,5,2,2.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,70.0,15,4.93,48,f
793546.0,Cozy appartement in a convenient location,1,4,2.0,1.0,Ville-Marie,Entire home/apt,,39,4.67,46,f
833598.0,Loft with indoor parking for (mid term stays),5,2,1.0,1.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,85.0,13,4.77,49,f
839318.0,"Comfortable, fully equipped apartment in Montreal",5,4,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,75.0,35,4.57,38,t
850970.0,3 Floor Cottage with large sunny backyard,0,10,4.0,2.0,Le Plateau-Mont-Royal,Entire home/apt,628.0,37,4.92,62,t
854388.0,"2-bdr - furnished, heated & private garden",5,3,2.0,1.0,Le Sud-Ouest,Entire home/apt,90.0,1,5.0,34,f
865853.0,Fully renovated apt Rosemont Petite Patrie,3,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,125.0,210,4.79,46,t
875315.0,6 minutes Ã  pieds du marchÃ© J-Talon,5,2,1.0,1.0,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,120.0,30,5.0,52,t
878412.0,Montreal Downtown- great location,5,1,1.0,1.0,Le Sud-Ouest,Private room,30.0,8,4.38,16,f
879191.0,Large room in Griffintown,5,3,1.0,2.0,Le Sud-Ouest,Private room,35.0,4,4.75,36,f
879202.0,Griffintown  room  in townhouse,1,1,1.0,1.0,Ville-Marie,Private room,24.0,11,4.5,12,f
890444.0,Charming spot in Montreal,5,2,1.0,1.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,120.0,139,4.86,23,t
898804.0,3 1/2  + Hide-a-bed  in Plateau !!!,1,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,60.0,41,4.85,32,t
909966.0,1 bedroom apartment close to metro and downtown,5,4,1.0,1.0,Le Sud-Ouest,Entire home/apt,80.0,37,4.19,25,f
909980.0,1 bedroom apartment Angrignon metro station,5,4,1.0,1.5,Le Sud-Ouest,Entire home/apt,79.0,65,4.27,47,f
927964.0,Rosemont - Une adresse pour vous(32 jours),5,3,2.0,1.0,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,54.0,39,4.55,25,t
929583.0,3 1/2  sur le Plateau !,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,55.0,44,4.82,34,t
936438.0,3 1/2 rooms all-comfort,1,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,97.0,87,4.84,47,t
939730.0,Beautiful Mile-End Apartment!,5,5,3.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,85.0,23,4.7,19,f
942837.0,Luxury Apt in Le Plateau / Mile End - 3 bedrooms,1,6,3.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,166.0,29,4.96,37,f
987285.0,Beautiful apartment in Mile-End,1,5,3.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,200.0,36,4.78,22,f
996300.0,Lovely Renovated Apartment in the Plateau,3,4,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,223.0,142,4.96,52,f
1019168.0,"Big room in cozy Nest, heart of the Plateau",1,1,1.0,1.0,Le Plateau-Mont-Royal,Private room,50.0,131,4.95,50,t
1022114.0,IdÃ©al pour un stage ou des Ã©tudes,5,2,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,55.0,11,5.0,29,f
1046057.0,Condo - 2 level Mile-End/Plateau,1,4,2.0,2.5,Le Plateau-Mont-Royal,Entire home/apt,116.0,23,4.95,15,t
1066963.0,Restored Victorian GreyStone,5,6,2.0,1.0,Westmount,Entire home/apt,239.0,36,5.0,58,t
1067530.0,Colocation Belle au bois dormant,1,2,1.0,1.0,Le Plateau-Mont-Royal,Private room,45.0,45,4.89,51,f
1075759.0,Quiet apartment in  â€˜â€™the villageâ€™â€™,1,3,1.0,1.0,Ville-Marie,Entire home/apt,53.0,137,4.81,45,t
1078559.0,Cool flat  in the plateau Mt-Royal.,1,2,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,80.0,65,4.69,51,t
1135356.0,STUDIO,1,2,1.0,1.0,Ville-Marie,Entire home/apt,75.0,42,4.81,23,f
1149696.0,"Sunny, peaceful, 2-storey house with garden",0,6,3.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,315.0,15,5.0,71,f
1151635.0,Plateau Montreal- Studio 9,1,2,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,53.0,28,4.25,27,t
1177300.0,Spacious 2bd -Steps away from metro,3,5,2.0,1.0,Mercier-Hochelaga-Maisonneuve,Entire home/apt,215.0,207,4.93,46,t
1183363.0,"Quality,  clean, central, fastest wifi available",3,9,3.0,2.0,Le Plateau-Mont-Royal,Entire home/apt,472.0,330,4.94,61,t
1213399.0,Your family home away from home! Mile End,0,5,4.0,1.5,Le Plateau-Mont-Royal,Entire home/apt,340.0,58,4.84,45,f
1221366.0,Shared | Master Bedroom with Desk | Mile-End,1,1,1.0,1.0,Le Plateau-Mont-Royal,Private room,245.0,33,5.0,63,t
1223837.0,Modern condo near Mont-Royal metro,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,95.0,20,4.9,51,t
1227759.0,Studio Dolbeau near UdeM,5,1,1.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,54.0,6,4.17,19,f
1231516.0,Chambre pour Ã©tudiant/e VILERAY,5,1,1.0,1.0,Villeray-Saint-Michel-Parc-Extension,Private room,35.0,4,5.0,36,f
1232374.0,"Central, Modern & Bright with Backyard Oasis!",1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,128.0,124,4.8,64,t
1238669.0,Vacation in Montreal,5,2,1.0,1.0,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,75.0,40,4.93,30,f
1296772.0,2 steps from JeanTalonSubway&Market,5,4,2.0,1.0,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,70.0,34,4.82,29,t
1304601.0,"Classic, sunny Mile-End apartment",1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,120.0,90,4.7,28,f
1331571.0,Cozy & bright apartment in the Plateau Mont-Royal,1,6,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,304.0,31,4.81,60,f
1332621.0,Downtown unique Studio apartment,1,2,1.0,1.0,Ville-Marie,Entire home/apt,95.0,31,5.0,16,f
1351673.0,IL Destino: Original Tourist apt! - CITQ 186830,5,4,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,98.0,129,4.86,40,f
1367805.0,Small sunny room /w private balcony,5,1,,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Private room,,134,4.67,43,f
1386010.0,"SUNNY LOFT OLD MTL, GARAGE !!!",1,2,0.0,1.0,Ville-Marie,Entire home/apt,80.0,36,4.86,10,f
1447970.0,Chic apt in the heart of MontrÃ©al,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,125.0,28,4.82,6,t
1458435.0,Appartement Ã  Louer Ã€ MontrÃ©al,3,3,1.0,1.0,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,108.0,167,4.7,59,t
1462416.0,"Nice bedroom, sunny appartment.",1,1,1.0,1.0,Ville-Marie,Private room,90.0,28,4.7,33,f
1473849.0,Historic Duplex with Terrasse in city center,0,6,3.0,1.0,Ville-Marie,Entire home/apt,643.0,18,5.0,42,t
1501912.0,Huge Room With its own Bathroom!,3,2,1.0,2.5,Rosemont-La Petite-Patrie,Private room,162.0,731,4.73,80,t
1544844.0,L'inoubliable ,3,2,1.0,1.0,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,46.0,225,4.86,23,t
1554643.0,15 min. Montreal airport. Water,5,3,2.0,1.0,Lachine,Entire home/apt,100.0,39,4.92,37,f
1555580.0,"Beautiful apartment, room for rent.",1,2,1.0,1.0,Le Sud-Ouest,Private room,90.0,55,4.93,60,f
1571302.0,LUXURIOUS 2 BEDROOMS CONDO,5,3,2.0,1.0,Le Sud-Ouest,Entire home/apt,182.0,6,4.83,46,f
1581691.0,Apartment downtown Montreal,1,2,1.0,1.0,Ville-Marie,Entire home/apt,103.0,3,5.0,11,f
1592606.0,Urban Den in Ahuntsic.,5,2,0.0,1.0,Ahuntsic-Cartierville,Entire home/apt,62.0,49,4.71,54,f
1601488.0,loft style new york,1,2,1.0,1.0,Ville-Marie,Entire home/apt,289.0,64,4.83,23,f
1654750.0,Cozy 2bd in The Village,1,3,2.0,1.0,Ville-Marie,Entire home/apt,120.0,24,4.46,28,f
1663916.0,Amazing condo heart of Mile-End,3,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,297.0,157,4.92,56,t
1685875.0,Magnifique studio_Petite-Italie,3,2,0.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,65.0,282,4.83,23,t
1698827.0,Luxury condo! Great location !,1,4,2.0,1.0,Ville-Marie,Entire home/apt,115.0,10,4.89,33,f
1763872.0,Clark 2brm fully furnished suite,5,4,2.0,1.0,Ahuntsic-Cartierville,Entire home/apt,,7,4.71,49,f
1767393.0,Great location downtown Mtl,5,1,1.0,1.5,Le Sud-Ouest,Private room,37.0,8,4.75,1,f
1806883.0,"SOSHE 207, walk to MUHC Glen Campus",5,1,1.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,40.0,25,4.72,32,f
1838648.0,Montreal DREAMLOFT on the PLATEAUðŸ¤©,3,6,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,254.0,891,4.81,49,t
1844027.0,Housing (Logement) in the Plateau (CITQ-306732),3,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,158.0,148,4.77,58,t
1851104.0,Beautiful Condo - Heart of Montreal,1,2,1.0,1.0,Ville-Marie,Entire home/apt,68.0,16,4.94,29,f
1869544.0,"Gorgeous, luxury duplex in Montreal",0,6,3.0,1.5,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,282.0,161,4.97,72,t
1875887.0,"Studio clÃ© en main â€“ MÃ©tro Ã  350m, zÃ©ro stress",1,2,0.0,1.0,Ville-Marie,Entire home/apt,58.0,42,4.81,30,f
1890203.0,"Ghost Sign Suites #1, 1920s style",5,6,2.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,230.0,86,4.94,39,f
1950153.0,"Fabulous Top-Floor Duplex, comfortable long  stay",1,2,1.0,1.0,Le Sud-Ouest,Entire home/apt,110.0,3,4.67,43,f
1960413.0,Great 3 BR in Key Location Mile End,0,6,3.0,2.0,Le Plateau-Mont-Royal,Entire home/apt,,45,4.84,16,f
1984315.0,Tulum vibe around lachine,5,6,2.0,1.0,Lachine,Entire home/apt,73.0,0,,62,f
2014326.0,"Calme et voluptÃ© (avec Patio), Plateau Mont-Royal",1,4,3.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,,27,4.93,25,f
2036252.0,HUGE 4 bedroom apartment close to downtown,0,10,4.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,,24,4.83,45,f
2036814.0,Appartement au cÅ“ur du plateau avec jardin,0,6,3.0,2.0,Le Plateau-Mont-Royal,Entire home/apt,150.0,4,4.5,57,f
2037495.0,studio vraiment chic,1,2,1.0,1.0,Ville-Marie,Entire home/apt,256.0,94,4.9,39,f
2041714.0,This is it!,3,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,50.0,569,4.96,56,t
2045477.0,Coquet meublÃ© rÃ©novÃ© Ã©colo Rosemont,1,4,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,74.0,38,4.84,62,f
2071929.0,"apart Plateau Mont Royal,2 bedrooms",1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,120.0,42,4.81,32,f
2080456.0,"Bright, confortable & well located",5,5,3.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,122.0,22,4.55,55,f
2131283.0,joli appartement abordable,5,5,2.0,1.0,RiviÃ¨re-des-Prairies-Pointe-aux-Trembles,Entire home/apt,52.0,38,4.42,16,f
2131499.0,Ideal location in the heart of the Plateau!,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,120.0,0,,8,f
2133810.0,joli appartement Ã©conomique,5,6,2.0,1.0,RiviÃ¨re-des-Prairies-Pointe-aux-Trembles,Entire home/apt,63.0,51,4.69,12,f
2178331.0,"Spacious, quiet & walking distance to everything!",1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,,99,4.85,50,t
2203437.0,Exceptional home in the Mile-End min one  month,1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,143.0,59,4.76,49,f
2210744.0,Chouette logement dans le Mile End!,1,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,200.0,25,4.88,31,f
2223204.0,Charmant cottage avec piscine,0,6,3.0,2.0,Villeray-Saint-Michel-Parc-Extension,Entire home/apt,476.0,41,4.95,38,f
2238241.0,grand appartement lumineux,0,6,3.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,190.0,65,4.8,61,f
2254170.0,Best location-One bedroom suite with Queen bed (1),1,5,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,,22,4.5,56,f
2302730.0,"Sunny Cozy Condo, 30sec from Metro!",1,2,1.0,1.0,Ville-Marie,Entire home/apt,98.0,3,5.0,45,f
2310328.0,Plateau Mont-Royal awaits!,3,2,1.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,135.0,204,4.75,42,t
2332992.0,Luxueux LOFT Vieux Montreal,1,2,1.0,1.0,Ville-Marie,Entire home/apt,372.0,24,4.92,34,f
2356108.0,Contemporary Loft in the Old Montreal Second Floor,1,2,1.0,1.0,Ville-Marie,Entire home/apt,,75,4.84,33,f
2357303.0,sunny condo in the Plateau Mt Royal,1,2,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,90.0,32,4.81,51,f
2357471.0,Appartement style condo de 3 1/2,1,3,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,97.0,72,4.99,50,t
2409039.0,Le Ryan-Charming Old Montreal loft,1,2,1.0,1.0,Ville-Marie,Entire home/apt,150.0,21,4.9,23,f
2413434.0,Charming and Spacious Duplex,5,7,3.0,1.0,Anjou,Entire home/apt,91.0,168,4.74,35,f
2415062.0,Luxury 2 bedrooms in the Plateau,1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,120.0,20,4.9,46,t
2426058.0,Stylish apart for 2 to 4 in Mile- End -Min 1 month,1,4,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,197.0,57,4.96,50,f
2460213.0,Artsy Plateau Apartment with Patio,3,6,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,221.0,801,4.8,39,t
2514605.0,Large room with 'En Suite' bathroom,5,1,,,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Private room,,153,4.76,41,f
2524236.0,Contemporary Loft in Old Montreal Third Floor,1,2,1.0,1.0,Ville-Marie,Entire home/apt,81.0,50,4.6,35,f
2529752.0,SOSHE 407 - walk to MUHC Glen Campus,5,2,0.0,1.0,CÃ´te-des-Neiges-Notre-Dame-de-GrÃ¢ce,Entire home/apt,50.0,11,4.82,17,f
2550699.0,Luxurious and very well located,1,2,1.0,1.0,Ville-Marie,Entire home/apt,350.0,45,4.98,48,f
2586672.0,EcoDesign&Shared Garden&J-T Market,3,4,1.0,1.0,Rosemont-La Petite-Patrie,Entire home/apt,209.0,777,4.79,74,t
2620360.0,Chambre confortable proche mÃ©tro PrÃ©fontaine,1,1,1.0,1.0,Ville-Marie,Private room,87.0,28,4.96,18,
2628616.0,Calm and near everything!,1,3,2.0,1.0,Le Plateau-Mont-Royal,Entire home/apt,198.0,89,4.87,62,t
